NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                      MESSAGE
k8s-dencer                    53s         Normal    SuccessfulCreate                         replicaset/k8s-dencer-executor-54f68fb6cd                   Created pod: k8s-dencer-executor-54f68fb6cd-rbrl9
k8s-dencer                    53s         Normal    Killing                                  pod/k8s-dencer-executor-746b89f5f5-lh5bt                    Stopping container executor
k8s-dencer                    53s         Normal    SuccessfulDelete                         replicaset/k8s-dencer-executor-746b89f5f5                   Deleted pod: k8s-dencer-executor-746b89f5f5-lh5bt
k8s-dencer                    53s         Normal    ScalingReplicaSet                        deployment/k8s-dencer-executor                              Scaled down replica set k8s-dencer-executor-746b89f5f5 from 1 to 0
k8s-dencer                    53s         Normal    ScalingReplicaSet                        deployment/k8s-dencer-executor                              Scaled up replica set k8s-dencer-executor-54f68fb6cd from 0 to 1
k8s-dencer                    53s         Normal    Killing                                  pod/k8s-dencer-planner-55f445b474-mpqhh                     Stopping container planner
k8s-dencer                    53s         Normal    SuccessfulDelete                         replicaset/k8s-dencer-planner-55f445b474                    Deleted pod: k8s-dencer-planner-55f445b474-mpqhh
k8s-dencer                    52s         Normal    ScalingReplicaSet                        deployment/k8s-dencer-ui-backend                            Scaled up replica set k8s-dencer-ui-backend-5d66fd84b7 from 0 to 1
k8s-dencer                    52s         Normal    Created                                  pod/k8s-dencer-executor-54f68fb6cd-rbrl9                    Container created
k8s-dencer                    52s         Normal    SuccessfulCreate                         replicaset/k8s-dencer-planner-668858c9cc                    Created pod: k8s-dencer-planner-668858c9cc-spldv
k8s-dencer                    52s         Normal    Scheduled                                pod/k8s-dencer-ui-backend-6fdb57844f-rqtqp                  Successfully assigned k8s-dencer/k8s-dencer-ui-backend-6fdb57844f-rqtqp to gke-dencer-play-default-pool-846d4868-tst6
k8s-dencer                    52s         Normal    Created                                  pod/k8s-dencer-planner-668858c9cc-spldv                     Container created
k8s-dencer                    52s         Normal    Pulled                                   pod/k8s-dencer-planner-668858c9cc-spldv                     Container image "ghcr.io/atedgimo/k8s-dencer-planner:0.8.1" already present on machine and can be accessed by the pod
k8s-dencer                    52s         Normal    Scheduled                                pod/k8s-dencer-planner-668858c9cc-spldv                     Successfully assigned k8s-dencer/k8s-dencer-planner-668858c9cc-spldv to gke-dencer-play-default-pool-846d4868-kzdf
k8s-dencer                    52s         Normal    SuccessfulCreate                         replicaset/k8s-dencer-ui-backend-5d66fd84b7                 Created pod: k8s-dencer-ui-backend-5d66fd84b7-vcgj5
k8s-dencer                    52s         Normal    ScalingReplicaSet                        deployment/k8s-dencer-planner                               Scaled up replica set k8s-dencer-planner-668858c9cc from 0 to 1
k8s-dencer                    52s         Warning   FailedAttachVolume                       pod/k8s-dencer-ui-backend-6fdb57844f-rqtqp                  Multi-Attach error for volume "pvc-96c50429-f344-4f6b-81b3-c72e967b3520" Volume is already used by pod(s) k8s-dencer-ui-backend-6fdb57844f-htdvq
k8s-dencer                    52s         Normal    SuccessfulCreate                         replicaset/k8s-dencer-ui-backend-6fdb57844f                 Created pod: k8s-dencer-ui-backend-6fdb57844f-rqtqp
k8s-dencer                    52s         Normal    ScalingReplicaSet                        deployment/k8s-dencer-ui-backend                            Scaled up replica set k8s-dencer-ui-backend-6fdb57844f from 1 to 2
k8s-dencer                    52s         Normal    Scheduled                                pod/k8s-dencer-ui-backend-5d66fd84b7-vcgj5                  Successfully assigned k8s-dencer/k8s-dencer-ui-backend-5d66fd84b7-vcgj5 to gke-dencer-play-default-pool-846d4868-kzdf
k8s-dencer                    52s         Normal    Pulled                                   pod/k8s-dencer-executor-54f68fb6cd-rbrl9                    Container image "ghcr.io/atedgimo/k8s-dencer-executor:0.8.1" already present on machine and can be accessed by the pod
k8s-dencer                    52s         Normal    Started                                  pod/k8s-dencer-executor-54f68fb6cd-rbrl9                    Container started
k8s-dencer                    51s         Normal    Created                                  pod/k8s-dencer-ui-backend-5d66fd84b7-vcgj5                  Container created
k8s-dencer                    51s         Normal    Pulled                                   pod/k8s-dencer-ui-backend-5d66fd84b7-vcgj5                  Container image "ghcr.io/atedgimo/k8s-dencer-ui-backend:0.8.1" already present on machine and can be accessed by the pod
k8s-dencer                    51s         Normal    Started                                  pod/k8s-dencer-planner-668858c9cc-spldv                     Container started
k8s-dencer                    51s         Normal    Started                                  pod/k8s-dencer-ui-backend-5d66fd84b7-vcgj5                  Container started
